insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000000-a0232748-89a0-4d60-9cac-791c627c82da,nz0wutdph62g,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:50:40.104495330Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 18006 ms, finished with status code: 200",2020-12-02T10:50:29.218058980Z,projects/manisha-suresh/traces/b7f02d51b4afcb5c048ded521e071336
000000-869fcd73-f683-428b-b762-61643332f10c,nz0wutdph62g,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:50:22.265983509Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:50:11.213044621Z,projects/manisha-suresh/traces/b7f02d51b4afcb5c048ded521e071336
000000-dcbbdc1e-f6b8-46a6-a825-ac255427e7b8,nz0w34xemymd,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:47:25.374965161Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 27489 ms, finished with status code: 200",2020-12-02T10:47:21.404046971Z,projects/manisha-suresh/traces/50587ef8f749262101a93650b031e3dd
000000-cae0475b-1f98-46cd-ab59-9c272814cfde,nz0w34xemymd,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:47:04.627342278Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:46:53.915505030Z,projects/manisha-suresh/traces/50587ef8f749262101a93650b031e3dd
000000-bd7cfcad-fea5-4120-a276-539324327778,j1nofit3p33h,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:42:18.081149293Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 333 ms, finished with status code: 200",2020-12-02T10:42:07.853603838Z,projects/manisha-suresh/traces/bcccc787a9b054aef30f4dd15315495a
000000-e1e9b19a-4fac-402b-a788-eb8009ff7298,j1nofit3p33h,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:42:18.081149293Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:42:07.520746789Z,projects/manisha-suresh/traces/bcccc787a9b054aef30f4dd15315495a
000000-ed1c90db-e94a-4b51-90ac-8b5d9b5697d6,j1noyb9to5hy,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:40:28.893522391Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 20314 ms, finished with status code: 200",2020-12-02T10:40:17.722340697Z,projects/manisha-suresh/traces/dfad53e56a15fcd50f4bf1f6d0f18c3c
000000-79e936cf-8ab1-495f-b018-90084d99ff11,j1noyb9to5hy,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:40:08.450709036Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:39:57.408951738Z,projects/manisha-suresh/traces/dfad53e56a15fcd50f4bf1f6d0f18c3c
000000-a974181d-b80f-476c-8976-a32927de106f,j1nog82xuddx,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:38:07.512008739Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 34604 ms, finished with status code: 200",2020-12-02T10:37:56.824378210Z,projects/manisha-suresh/traces/89898f48a4ad4fe1b8f1a79d7b4e2591
000000-fa845301-74f0-416b-99c7-7be4b2a63386,j1nog82xuddx,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:33.216652731Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:37:22.220802186Z,projects/manisha-suresh/traces/89898f48a4ad4fe1b8f1a79d7b4e2591
000000-062ad79a-ab70-4604-b919-6f6a844eaf9a,j1noew0gv673,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:06.931162364Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 265 ms, finished with status code: 200",2020-12-02T10:37:01.649423736Z,projects/manisha-suresh/traces/07bb8702ea01244163eaedad84115e5b
000000-16ec5357-05d0-4ee4-82b4-0d65fe548879,j1noew0gv673,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:06.931162364Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:37:01.385111767Z,projects/manisha-suresh/traces/07bb8702ea01244163eaedad84115e5b
000000-b8449839-45c3-4505-91d6-b54d25e0bebe,j1no0gkw3376,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:07.919752241Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 249 ms, finished with status code: 200",2020-12-02T10:36:57.092638171Z,projects/manisha-suresh/traces/5575fdc58adb190d65c0fd2baba78651
000000-a435e156-a8fd-4fb4-9acb-a37427f048b0,j1no0gkw3376,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:06.931162364Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:36:56.843950510Z,projects/manisha-suresh/traces/5575fdc58adb190d65c0fd2baba78651
000000-4d5fa3d9-879d-40f3-804a-f5c47a850b16,j1no3rgg6105,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:55.119231412Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 11871 ms, finished with status code: 200",2020-12-02T10:36:44.323710698Z,projects/manisha-suresh/traces/d617d56537b5a7dfe492190bfb030637
000000-1f5c2fd8-31fe-4558-b3b1-9ea50908eb84,j1no3rgg6105,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:42.719126093Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:34 +0000] [6] [INFO] Booting worker with pid: 6,2020-12-02T10:36:34.504Z,projects/manisha-suresh/traces/d617d56537b5a7dfe492190bfb030637
000002-81640129-50c1-45a8-af31-e286a86e47e8,j1no3rgg6105,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:42.719126093Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:34 +0000] [1] [INFO] Using worker: threads,2020-12-02T10:36:34.434Z,projects/manisha-suresh/traces/d617d56537b5a7dfe492190bfb030637
000001-73fcc4d9-4d49-4880-ae82-ed5cce5a2b7c,j1no3rgg6105,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:42.719126093Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:34 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),2020-12-02T10:36:34.434Z,projects/manisha-suresh/traces/d617d56537b5a7dfe492190bfb030637
000000-15048265-b389-4879-a261-3fb3f96d65a3,j1no3rgg6105,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:42.719126093Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:34 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T10:36:34.434Z,projects/manisha-suresh/traces/d617d56537b5a7dfe492190bfb030637
000000-6297d618-5185-4d8c-bf03-a84c029c2f37,j1no3rgg6105,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:42.719126093Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:36:32.453762676Z,projects/manisha-suresh/traces/d617d56537b5a7dfe492190bfb030637
000000-d049ef6f-8cb9-4ec6-923e-ed2a4e86ff80,nz0wnyozfzhy,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:22.429428251Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 11066 ms, finished with status code: 200",2020-12-02T10:36:12.201232239Z,projects/manisha-suresh/traces/a2a09247c8bc78b2034119545b498b6e
000000-e2fa9816-a09a-4ef9-8dcc-2f99f8cb3637,nz0wnyozfzhy,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:11.385663883Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:36:01.136006713Z,projects/manisha-suresh/traces/a2a09247c8bc78b2034119545b498b6e
000000-9aa57714-a301-4b48-a529-a8d7ca4b1096,nz0wjp16tsll,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:24:41.950653815Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 315 ms, finished with status code: 200",2020-12-02T10:24:31.230619855Z,projects/manisha-suresh/traces/fe3311ca3e4e7a8cce70fb4a0fac692a
000000-731036b3-9de8-4b17-8c0c-8ad4cb75b49e,nz0wjp16tsll,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:24:41.950653815Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:24:30.915817269Z,projects/manisha-suresh/traces/fe3311ca3e4e7a8cce70fb4a0fac692a
000000-e23ae0fa-9ddb-43f9-8085-2228094f5300,nz0wevloy0c7,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:24:02.211469527Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 5432 ms, finished with status code: 200",2020-12-02T10:23:56.693687408Z,projects/manisha-suresh/traces/bb347ca6b279e6c81f69f1b4edc3a57f
000000-44e667ab-ae38-45fb-b2b0-76d129112fae,nz0wevloy0c7,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:24:02.211469527Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:23:51.262453422Z,projects/manisha-suresh/traces/bb347ca6b279e6c81f69f1b4edc3a57f
000000-258e1d65-3e40-4a4d-95e2-fa1142d21296,nz0wtjfv3val,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:23:29.730143005Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 10276 ms, finished with status code: 200",2020-12-02T10:23:19.208886617Z,projects/manisha-suresh/traces/1bfb3f32059e1daf4505dd099612d438
000000-a9c40471-ec7b-4299-9278-bab123d59597,nz0wtjfv3val,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:23:19.941221152Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:23:08.933260444Z,projects/manisha-suresh/traces/1bfb3f32059e1daf4505dd099612d438
000000-e0cad75f-a1db-46ba-b192-091f057ee509,nz0w5060xpw0,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:22:43.999059991Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 224 ms, finished with status code: 200",2020-12-02T10:22:33.124987465Z,projects/manisha-suresh/traces/fce76480f25f7e3fd82e8581d742d162
000000-241fd18c-fb43-4bfb-b42a-4bd7b6c2d969,nz0w5060xpw0,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:22:43.999059991Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:22:32.901458392Z,projects/manisha-suresh/traces/fce76480f25f7e3fd82e8581d742d162
000000-35446d0e-0187-498e-9813-a8a7bab96ab4,nz0whhqse382,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:22:26.466903795Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 305 ms, finished with status code: 200",2020-12-02T10:22:15.855796646Z,projects/manisha-suresh/traces/159be6d022a7685cd8764c5a54ac29e3
000000-62d9decb-420f-4f0c-80d8-671c9c3f3228,nz0whhqse382,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:22:26.466903795Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:22:15.551028059Z,projects/manisha-suresh/traces/159be6d022a7685cd8764c5a54ac29e3
000000-28f14ee8-a2f3-43ae-bda7-8a43e65c2746,ncusfw9kubav,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:54.255426302Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 20627 ms, finished with status code: 200",2020-12-02T10:21:43.342721301Z,projects/manisha-suresh/traces/8576389f4588d2be1c6524139417de45
000000-cac54756-84a8-4b3b-9573-27fe9c176624,ncusfw9kubav,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:25.814091975Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:21:22.716269540Z,projects/manisha-suresh/traces/8576389f4588d2be1c6524139417de45
000000-84e58410-864f-4170-a549-f1619ec0faa5,ncus1uhiabux,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:25.814091975Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 12672 ms, finished with status code: 200",2020-12-02T10:21:15.082776543Z,projects/manisha-suresh/traces/4528ed28bd67c5572ad2a07a3f1bdc7f
000000-5079870e-58df-4a17-8aca-2cf7d6614093,ncus1uhiabux,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:13.383329899Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:21:02.411146600Z,projects/manisha-suresh/traces/4528ed28bd67c5572ad2a07a3f1bdc7f
000000-3a6378f9-4085-48ba-8875-efe3e1cde177,ncusqejsjkuu,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:16.624186345Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 305 ms, finished with status code: 200",2020-12-02T10:20:14.119711167Z,projects/manisha-suresh/traces/90e4f68a4276b4386f4029084abdf77c
000000-3764595e-bd45-412b-8192-c5d8c09b5038,ncusqejsjkuu,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:16.624186345Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:20:13.814881586Z,projects/manisha-suresh/traces/90e4f68a4276b4386f4029084abdf77c
000000-4262c159-ff18-4867-96f3-c55361deffc0,ncus6t6wx02i,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:16.624186345Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 315 ms, finished with status code: 200",2020-12-02T10:20:06.391762787Z,projects/manisha-suresh/traces/05b8dfc8005a7b246ad4b0602f4c474b
000000-db871468-ef43-4615-b6b5-924f99ee5702,ncus6t6wx02i,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:16.624186345Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:20:06.077327683Z,projects/manisha-suresh/traces/05b8dfc8005a7b246ad4b0602f4c474b
000000-a845ac9e-4d3b-4d0a-82ed-db99dc0daf1b,ncusf4v1shib,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:04.916400489Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 2114 ms, finished with status code: 200",2020-12-02T10:19:55.981281683Z,projects/manisha-suresh/traces/93e9da862dd5aecc6d8f7dafe1e61f96
000000-98da1473-5393-4916-927e-e4e19aaef2fa,ncusf4v1shib,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:04.916400489Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:55 +0000] [6] [INFO] Booting worker with pid: 6,2020-12-02T10:19:55.703Z,projects/manisha-suresh/traces/93e9da862dd5aecc6d8f7dafe1e61f96
000001-a1bac56b-c8a4-4f70-af1f-5539ceaeaff2,ncusf4v1shib,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:04.916400489Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:55 +0000] [1] [INFO] Using worker: threads,2020-12-02T10:19:55.656Z,projects/manisha-suresh/traces/93e9da862dd5aecc6d8f7dafe1e61f96
000000-bbec6741-503f-4f27-addb-8f7438df0550,ncusf4v1shib,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:04.916400489Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:55 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),2020-12-02T10:19:55.656Z,projects/manisha-suresh/traces/93e9da862dd5aecc6d8f7dafe1e61f96
000000-94b2b32e-3441-48c0-bfc6-8c91057fa690,ncusf4v1shib,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:04.916400489Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:55 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T10:19:55.654Z,projects/manisha-suresh/traces/93e9da862dd5aecc6d8f7dafe1e61f96
000000-15a26f61-1ffb-4006-9030-eaa64173556b,ncusf4v1shib,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:20:04.916400489Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:19:53.868057905Z,projects/manisha-suresh/traces/93e9da862dd5aecc6d8f7dafe1e61f96
000000-3e5c51ed-447e-4ae7-9d27-f23b801650b5,nz0wsih3q9mg,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:55.630534826Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 5869 ms, finished with status code: 200",2020-12-02T10:19:46.075436784Z,projects/manisha-suresh/traces/1e6bdec58c8cef8d94258a0f9277a22c
000000-dfc80a98-fcb0-4d22-84ca-7b5f8b931f25,nz0wsih3q9mg,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:44.232445718Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:19:40.206789712Z,projects/manisha-suresh/traces/1e6bdec58c8cef8d94258a0f9277a22c
000000-1c4a2e57-3a70-46ce-9b7c-5068c11eb7c1,nz0w11njur3z,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:44.232445718Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 17794 ms, finished with status code: 200",2020-12-02T10:19:33.212001334Z,projects/manisha-suresh/traces/1e3d3ba2961784017f3dc5f372956c27
000000-d2622c78-69fb-4254-b914-fa1837517351,nz0w11njur3z,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:26.154038511Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:17 +0000] [6] [INFO] Booting worker with pid: 6,2020-12-02T10:19:17.489Z,projects/manisha-suresh/traces/1e3d3ba2961784017f3dc5f372956c27
000001-19360e29-0159-4693-82b6-81db622843d5,nz0w11njur3z,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:26.154038511Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:17 +0000] [1] [INFO] Using worker: threads,2020-12-02T10:19:17.384Z,projects/manisha-suresh/traces/1e3d3ba2961784017f3dc5f372956c27
000000-f4fe3427-87ba-464c-9e79-fc3911177b43,nz0w11njur3z,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:26.154038511Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:17 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),2020-12-02T10:19:17.384Z,projects/manisha-suresh/traces/1e3d3ba2961784017f3dc5f372956c27
000000-b8cef3a5-417f-408c-a326-28341003ac32,nz0w11njur3z,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:26.154038511Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:17 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T10:19:17.382Z,projects/manisha-suresh/traces/1e3d3ba2961784017f3dc5f372956c27
000000-e78f2ea2-9d8d-4fbb-a673-c8d5974ddd28,nz0w11njur3z,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:26.154038511Z,textAnalyzer,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:19:15.418267434Z,projects/manisha-suresh/traces/1e3d3ba2961784017f3dc5f372956c27